Player,Year,Masters_Top_25,Driving_Rank,Top_10's,Percent_BreakPar_Ranklog,Avg_Score_Ranklog,Money_Ranklog,Average_Drive_Distance,Percent_Fairway_Hit,Percent_Greens_Hit,Percent_Par3_Bird,Percent_Par4_Bird,Percent_Par5_Bird,Avg_scoreB4cut
Lee Trevino,1980,0.0,-0.6503085901593769,0.254778341400433,-2.5234010731897625,-1.8958929215117597,-2.1161456186048606,-1.1621017190259648,0.7325702131433116,0.4592905286356805,1.6420289971636661,0.23459802911124653,-0.79549031043518,-0.19229497588090744
Jerry McGee,1980,0.0,-0.592374918712484,-1.1362873669533464,0.8983515592027441,1.0130702212841651,1.0783146872301148,-1.186328196038254,-1.965354063510725,-2.3483331259781233,-0.8171632510554391,-1.5822767660787926,-1.5516392011581257,2.281649034009539
George Burns,1980,0.0,-0.47650757581869835,1.6458440497542124,-0.5418871213761647,-0.15051503583420456,-1.8664550430027336,-1.2226679115566863,-0.4830113991468781,-1.9678607615678425,-0.22013391911785293,-0.43707472326954394,-0.79549031043518,0.586218873385322
Wayne Levi,1980,0.0,-0.3992626805561746,-0.4407545127764567,-0.18692873895816967,0.3340542348073974,0.19481898706285847,-1.2711208655812642,0.5037013559664797,-0.207192095917501,0.4451273364697431,-0.803136373317075,-1.2494412880837302,1.6242373390736116
Miller Barber,1980,0.0,-0.32201778529365077,-1.1362873669533464,-0.39495877885796543,0.64947276930165,0.806462755446291,-1.3014039618466249,1.4661631063458702,-0.11797788633164463,-0.04671111317407806,-0.5680509099837984,-0.5168402866912568,1.416633645935956
Chi Chi Rodriguez,1980,0.0,-0.2833953376623889,0.254778341400433,0.7981867168994768,0.20711862017478913,0.5263150444111486,-1.3135172003527684,-0.8619333481151416,-0.5850405129870255,0.1977866132384576,-0.7796278269837478,-2.633533894285939,1.1484788756331434
Jim Colbert,1980,1.0,-0.2833953376623889,0.254778341400433,-1.2559086398829094,-0.7864780295178896,-1.5145359422840907,-1.3135172003527684,-0.2026091569103629,-0.5588010395794176,1.5567390926011537,-0.598276183840934,-0.39779262396498033,0.24886287203662422
Raymond Floyd,1980,1.0,-0.22546166621549601,2.341376903931102,-1.1671208842449146,-0.5450122718618203,-1.380742509667678,-1.3256304388589122,0.0611205195715477,-1.6424912913135319,0.5986491646822656,-0.7326107343170922,-0.21464237361686217,0.4737668729357479
Mark Hayes,1980,0.0,-0.18683921858423413,-0.4407545127764567,0.9613214100868827,0.17214066995294788,0.469380585192932,-1.3377436773650575,0.7916820371823609,-0.8762986678114463,-0.5868805087366556,-1.8274373206977816,-2.060535253911112,1.347432414890071
Charles Coody,1980,0.0,-0.1289055471373413,0.254778341400433,0.04223096218173358,-0.8443871506684852,-0.46956063339744525,-1.3619701543773464,0.7234760863680729,0.3149734248938501,0.10396771821969403,-1.5285429458883293,0.17913066463159288,0.4305161035320712
Lou Graham,1980,0.0,-0.10959432332171033,-1.1362873669533464,0.6559206505193235,0.48216282903727026,0.8828143103579041,-1.3680267736304181,-0.6603468712640257,0.08669000624767975,-0.22013391911785293,-2.0625227840310583,-0.5992578993479104,1.4512342614589049
Ed Sneed,1980,0.0,-0.05166065187481748,0.254778341400433,0.8687799544230521,0.6185729852565492,-0.1775231570261376,-1.3983098698957788,0.3460698251956833,-1.3276176104222632,-0.023967138624074756,-1.2800240275074366,-2.2724662578853625,1.4425841075781645
Artie McNickle,1980,0.0,-0.03234942805918653,-0.4407545127764567,0.6263490457396315,0.34865198257489066,0.8919027629989901,-1.4043664891488505,-0.2677837321329042,-0.2911584108218411,1.5567390926011537,-2.166632060650081,-1.2703727452663724,1.3214819532478626
Larry Nelson,1980,1.0,0.006273019572075369,1.6458440497542124,-1.7512389678028129,-1.7085975289801905,-0.6632356903611935,-1.4225363469080679,1.2282001223937997,0.9368489446541053,0.9653957543010687,-0.5646925462218945,-0.3964844078910654,-0.22689559140385615
Ed Fiori,1980,1.0,0.025584243387706318,-0.4407545127764567,0.9408498545127424,0.22407574922893383,0.5926021538950589,-1.4285929661611396,-0.1632012742176638,-0.11010604430936265,-0.4646316455303881,-2.5394104382214198,-1.0963800074356598,1.2609308760827176
Hale Irwin,1980,0.0,0.06420669101896821,-0.4407545127764567,0.8063288504081375,-0.35771687933025115,0.40844755030323726,-1.4588760624265003,0.9341566899944276,-0.07074683419795268,1.343514331194873,-1.5352596734121378,-2.4857054779335295,0.7851724126422371
Tom Kite,1980,1.0,0.10282913865023012,0.9503111955773227,0.0011152828708815778,-0.7864780295178896,-0.009007522425711397,-1.464932681679572,1.1584784837836402,-1.0442312976201227,-0.22013391911785293,-0.3833409030790806,-1.4430572670231696,0.6467699505504669
Rex Caldwell,1980,0.0,0.14145158628149201,-0.4407545127764567,0.7300523104427219,0.7358820793529784,0.7004850266745449,-1.4831025394387891,1.1402902302331628,-1.747449184943954,-0.3111098173178662,-1.5486931284597534,-1.316160307853402,1.8577914938534876
Jay Haas,1980,1.0,0.18007403391275392,0.9503111955773227,0.6750738445802442,0.39098108628468453,0.13204904292332506,-1.5012723971980046,0.978111636074747,-0.726733669388094,-0.5357065659991483,-1.7501949541739905,-0.8138053354699919,1.4944850308625814
Gil Morgan,1980,1.0,0.18007403391275392,0.9503111955773227,0.595701876981842,-0.05165392258715844,0.21477249333948867,-1.5012723971980046,0.9447665045655379,0.06569842752159569,-1.7752531789743276,-0.47065836088858337,-1.6379814620365245,0.4045656418898627
Hubert Green,1980,1.0,0.27663015299090865,0.254778341400433,0.5638979417247167,-0.5040602797653695,0.08752957707338563,-1.51338563570415,1.6131848225455563,-0.12060183367240282,-2.0595528608493687,0.37229094334930873,-2.2476101524809753,0.8370733359266541
